Code,Product label,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021
'60052100,"Unbleached or bleached cotton warp knit fabrics ""incl. those made on galloon knitting machines"", ...",0,0,0,0,0,0,5,31,,
'60033000,"Knitted or crocheted fabrics of synthetic fibres, of a width of <= 30 cm (excluding those containing ...",0,0,0,0,0,0,0,0,18,
'60034000,"Knitted or crocheted fabrics of artificial fibres, of a width of <= 30 cm (excl. those containing ...",0,0,0,0,0,47,0,0,,
'60039000,"Knitted or crocheted fabrics of a width of <= 30 cm (excluding of cotton, man-made fibres, ...",2,6,0,37,841,948,1017,203,3,
'60052200,"Dyed cotton warp knit fabrics ""incl. those made on galloon knitting machines"", of a width of ...",0,30,74,287,457,0,0,0,,
'60052400,"Printed cotton warp knit fabrics ""incl. those made on galloon knitting machines"", of a width ...",0,0,0,10,3,0,0,0,,
'60053100,"Unbleached or bleached warp knit fabrics of synthetic fibres ""incl. those made on galloon knitting ...",0,178,7,7,123,0,86,65,,
'60053110,"Unbleached or bleached warp knit fabrics of synthetic fibres ""incl. those made on galloon knitting ...",0,0,0,0,105,0,0,0,,
'60053190,"Unbleached or bleached warp knit fabrics of synthetic fibres ""incl. those made on galloon knitting ...",0,0,0,0,3,114,66,55,,
'60053200,"Dyed warp knit fabrics of synthetic fibres ""incl. those made on galloon knitting machines"", ...",0,0,0,1,19,185,659,120,,
'60053300,"Warp knit fabrics of synthetic fibres, of yarns of different colours ""incl. those made on galloon ...",0,0,0,0,0,0,0,620,,
'60053400,"Printed warp knit fabrics of synthetic fibres incl. those made on galloon knitting machines"", ...",0,54,158,137,104,6,0,0,,
'72061000,"Ingots, of iron and non-alloy steel (excluding remelted scrap ingots, continuous cast products, ...",0,85,0,0,0,2,10,5004,11,
'72045000,Remelting scrap ingots of iron or steel (excluding products whose chemical composition conforms ...,0,0,0,0,0,0,0,0,142,
'72039000,"Spongy ferrous products, obtained from molten pig iron by atomisation, iron of a purity of ...",285,236,0,0,725,0,0,0,,
'72024100,"Ferro-chromium, containing by weight > 4% of carbon",0,250,0,0,29,0,0,0,94,
'72024900,"Ferro-chromium, containing by weight <= 4% of carbon",0,0,0,0,0,0,0,0,,
'72025000,Ferro-silico-chromium,0,0,0,0,29,0,0,0,,
'72027000,Ferro-molybdenum,0,0,0,0,30,0,0,0,,
'72029200,Ferro-vanadium,0,0,0,0,0,0,0,0,21,
'72021900,"Ferro-manganese, containing by weight <= 2% carbon",0,0,4,0,0,0,0,46,19,
'72011000,"Non-alloy pig iron in pigs, blocks or other primary forms, containing, by weight, <= 0,5% of ...",0,0,0,0,0,0,4,2,269,
'72012000,"Non-alloy pig iron in pigs, blocks or other primary forms, containing by weight >= 0,5% phosphorus",0,0,0,208,0,0,0,0,12,
'72015000,"Alloy pig iron and spiegeleisen, in pigs, blocks or other primary forms",0,1172,0,0,110,0,0,0,,
'72111300,"Flat-rolled products of iron or non-alloy steel, simply hot-rolled on four faces or in a closed ...",1147,2058,3861,591,212,267,479,34,66,
'72191200,"Flat-rolled products of stainless steel, of a width of>= 600 mm, not further worked than hot-rolled, ...",59,334,33,130,5,0,1,19,11,
'72191300,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,112,46,1,1,20,8,0,5,
'72193500,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ...",0,0,0,471,7,0,0,0,,
'72143000,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn ...",1568,12063,19536,6863,66,255,1985,117,376,
'72119010,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...",188,169,33,4,145,112,5,2,33,
'72119090,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...",108,0,318,61,60,39,34,9,59,
'72121000,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...",0,0,0,0,0,0,0,0,,
'70181010,"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass ...",3,30,44,97,56,45,15,0,,
'71059000,Dust and powder of natural or synthetic precious or semi-precious stones (excluding dust and ...,0,0,0,0,0,0,0,0,4,
'71061000,"Powder of silver, incl. silver plated with gold or platinum",0,0,0,3,0,1,1,0,,
'71069100,"Silver, incl. silver plated with gold or platinum, unwrought (excluding silver in powder form)",0,0,3,26,0,0,8,0,,
'71069200,"Silver, incl. silver plated with gold or platinum, semi-manufactured",4,4,18,4,20,0,0,7,531,
'71011000,"Pearls, natural, whether or not worked or graded, but not strung, mounted or set, natural pearls, ...",0,0,0,1,3,0,0,0,,
'71022100,"Diamonds industrial unworked or simply sawn, cleaved or bruted",0,0,0,0,0,0,0,0,,
'71022900,"Industrial diamonds, worked, but not mounted or set (excl. unmounted stones for pick-up styluses, ...",0,16,0,7,0,0,0,0,,
'71031000,"Precious stones and semi-precious stones, unworked or simply sawn or roughly shaped, whether ...",6,10,1,1,0,2,0,0,,
'71039100,"Rubies, sapphires and emeralds, worked, whether or not graded, but not strung, mounted or set, ...",0,1,0,0,0,0,0,0,0,
'70200000,"Articles of glass, n.e.s.",0,0,0,0,0,0,226,253,51,
'71131910,"Articles of jewellery and parts thereof, of precious metal other than silver, whether or not ...",1,0,25,0,0,0,9,0,,
'71131990,"Articles of jewellery and parts thereof, of precious metal other than silver, whether or not ...",5,25,0,1,2,6,0,9,8,
'71132000,"Articles of jewellery and parts thereof, of base metal clad with precious metal (excluding ...",3,15,8,4,10,3,1,0,,
'71141110,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of silver, whether or not ...",0,0,0,0,0,2,0,1,1,
'71141910,"Articles of goldsmiths'' or silversmiths'' wares or parts thereof, of precious metal other ...",0,0,39,0,12,0,0,0,,
'71141990,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of precious metal other than ...",9,5,6,4,0,0,3,4,,
'71049000,"Precious and semi-precious stones, synthetic or reconstructed, worked, whether or not graded ...",0,0,1,0,0,0,0,5,4,
'71081100,"Gold, incl. gold plated with platinum, for non-monetary purposes",0,1,0,2,0,0,0,0,,
'71081200,"Gold, incl. gold plated with platinum, unwrought, for non-monetary purposes (excluding gold ...",0,0,0,0,0,0,0,0,,
'71081300,"Gold, incl. gold plated with platinum, in semi-manufactured forms, for non-monetary purposes",0,0,0,0,0,0,0,0,,
'71090000,"Base metals or silver, clad with gold, not further worked than semi-manufactured",5,0,0,0,0,0,117,0,,
'71101900,"Platinum, in semi-manufactured forms",9,0,0,2,2,0,4,18,,
'71102100,"Palladium, unwrought or in powder form",0,0,0,0,0,0,1,0,,
'71102900,Palladium in semi-manufactured forms,0,0,0,0,0,0,0,0,,
'71103900,Rhodium in semi-manufactured forms,0,0,0,0,0,0,0,0,,
'71104100,"Iridium, osmium and ruthenium, unwrought or in powder form",0,0,0,0,0,1,0,0,,
'71110000,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured",0,3,0,0,0,0,0,7,,
'71129100,"Waste and scrap of gold, incl. metal clad with gold, and other waste and scrap containing gold ...",1,0,0,0,0,0,0,0,55,
'71129900,"Waste and scrap of silver, incl. metal clad with silver, and other waste and scrap containing ...",0,0,0,0,0,0,0,1,3,
'71131100,"Articles of jewellery and parts thereof, of silver, whether or not plated or clad with other ...",0,0,0,0,0,0,0,1,,
'71161010,Articles of natural or cultured pearls: natural or clutured pearls ;hand made,0,0,10,0,0,0,0,0,,
'71159010,"Articles of precious metal or of metal clad with precious metal, n.e.s.: articles of metal ...",36,53,0,0,74,20,0,1,15,
'71162000,"Articles of precious or semi-precious stones ""natural, synthetic or reconstructed"", n.e.s. ...",0,0,0,0,0,0,0,0,,
'71162010,"Articles of precious or semi-precious stones natural, synthetic or reconstructed"", n.e.s."": ...",0,9,43,26,12,0,0,0,,
'71162090,"Articles of precious or semi-precious stones ""natural, synthetic or reconstructed"", n.e.s.: ...",18,20,9,16,41,0,0,0,40,
'71181000,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",6,0,5,22,1002,1454,1,87,,
'70132100,Drinking glasses of lead crystal,0,0,0,0,0,0,15,55,,
'70132900,Drinking glasses (excluding glasses of glass-ceramics or of lead crystal),0,0,0,0,0,0,176,400,,
'70133100,"Glassware of lead crystal, of a kind used for table or kitchen purposes (excluding articles ...",0,0,0,0,0,0,4,8,,
'70133200,Glassware for table or kitchen purposes of glass having a linear coefficient of expansion <= ...,0,0,0,0,0,0,0,1,,
'70112000,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",0,0,0,0,0,0,0,0,,
'70119000,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",141,93,15,31,61,26,59,12,6,
'70120000,Glass inners for vacuum flasks or for other vacuum vessels,0,0,0,0,0,0,0,0,,
'70109100,"Carboys, bottles, flasks, jars, pots, phials and other containers, of glass, of a kind used ...",0,0,0,0,0,0,0,0,,
'70109200,"Carboys, bottles, flasks, jars, pots, phials and other containers of a kind used for the commercial ...",0,0,0,0,0,0,0,0,,
'70109300,"Carboys, bottles, flasks, jars, pots, phials and other containers, of glass, of a kind used ...",0,0,0,0,0,0,0,0,,
'70109400,"Carboys, bottles, flasks, jars, pots, phials and other containers, of glass, of a kind used ...",0,0,0,0,0,0,0,0,,
'70151000,"Glasses for corrective spectacles, curved, bent, hollowed or the like, but not optically worked ...",1,43,1,6,51,0,0,0,,
'70140020,"Signalling glassware and optical elements of glass, not optically worked (excluding clock or ...",0,297,20,5,0,8,4,8,,
'70133900,Glassware for table or kitchen purposes (excluding glass having a linear coefficient of expansion ...,124,217,80,106,113,66,146,97,,
'69141010,"Ceramic articles of porcelain or china, n.e.s. + detailed label not available +",0,0,0,0,0,0,0,0,,
'69141090,"Ceramic articles of porcelain or china, n.e.s. + detailed label not available +",0,0,0,0,0,0,0,0,,
'70032000,"Cast glass and rolled glass, in wired sheets, whether or not with absorbent, reflecting or ...",1,0,12,0,2,0,49,4,,
'70033000,"Profiles of glass, whether or not having an absorbent, reflecting or non-reflecting layer, ...",0,1,0,378,11,53,0,0,,
'70072110,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, ...",0,55,8,162,67,403,216,1,14,
'70071110,"Toughened ""tempered"" safety glass, of size and shape suitable for incorporation in motor vehicles, ...",9,6,15,5,57,43,1,14,5,
'73061000,"Line pipe of a kind used for oil or gas pipelines, of iron or steel, of an external diameter ...",0,0,0,0,0,0,21,24,,
'73062000,"Casing and tubing of a kind used in drilling for oil or gas, of flat-rolled products of iron ...",0,0,0,0,0,0,25,21,,
'73052000,"Casing of a kind used in drilling for oil or gas, having circular cross-sections and an external ...",907,94,67,22,5,3,0,0,30,
'73051100,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",55,10,63,9,125,1884,45,24,127,
'73042100,"Drill pipe, seamless, of a kind used in drilling for oil or gas, of iron or steel (excluding ...",0,0,0,0,0,0,16,0,,
'73041000,"Line pipe of a kind used for oil or gas pipelines, seamless, of iron or steel (excluding products ...",0,0,0,0,0,0,13,2,,
'72251100,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, grain-oriented",59,0,0,0,0,0,0,17,2,
'72251900,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, non-grain-oriented",939,0,20,1279,0,62,45,23,10,
'72261100,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...",146,0,0,0,0,10,1,0,,
'72261900,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...",0,2,11,11,358,9,112,2,,
'72262000,"Flat-rolled products of high-speed steel, of a width of <= 600 mm, hot-rolled or cold-rolled ...",0,0,229,1,0,0,0,0,1,
'72269100,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...",263,0,40,13,10,6,0,0,,
'72269200,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...",32,7,5,0,0,1,1,0,,
'72269300,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ...",0,0,0,0,0,0,2,0,,
'72269400,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ...",0,0,0,0,0,0,0,4,,
'72282000,"Bars and rods of silico-manganese steel (excl. semi-finished products, flat-rolled products ...",0,15,0,1,8,0,0,0,,
'72271000,"Bars and rods of high-speed steel, hot-rolled, in irregularly wound coils",1,0,0,0,0,6,0,1,,
'72272000,"Bars and rods of silico-manganese steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,,
'72259100,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...",0,0,523,0,78,6,0,213,104,
'72291000,"Wire of high-speed steel, in coils (excluding bars and rods)",0,0,0,0,0,0,0,0,,
'73022000,"Sleepers ""cross-ties"" of iron or steel ""ECSC"" (detailed label not available)",0,0,0,0,0,0,0,0,,
'73023000,"Switch blades, crossing frogs, point rods and other crossing pieces, for railway or tramway ...",2,323,14795,792,212,277,590,0,713,
'73141300,"Endless bands of iron or steel wire (excluding stainless), for machinery",0,0,0,0,0,0,16,0,,
'73066000,"Tubes, pipes and hollow profiles, welded, having a non-circular cross-section, of iron or steel ...",0,0,0,0,0,0,1303,1076,,
'73191000,"Sewing, darning or embroidery needles, for use in the hand, of iron or steel",0,0,0,0,0,0,21,29,,
'73192000,Safety pins of iron or steel,125,139,63,0,0,2,21,98,,
'73193000,"Pins of iron or steel, n.e.s.",512,602,33,0,0,0,44,338,,
'74112200,"Tubes and pipes of copper-nickel base alloys ""cupro-nickel"" or copper-nickel-zinc base alloys ...",28,0,5,0,3,0,1,0,,
'74092100,"Plates, sheets and strip, of copper-zinc base alloys ""brass"", of a thickness of > 0,15 mm, ...",2,0,47,25,19,6,6,6,1,
'74141000,"Cloth, grill and netting, of copper wire expanded metal of copper (detailed label not available)",0,0,0,0,0,0,0,0,,
'74142000,"Woven copper wire cloth, incl. endless (excluding woven products of metal fibres of a kind ...",0,0,0,0,0,0,0,0,,
'74149000,"Grill and netting, of copper wire; expanded metal, of copper (excluding grill and netting made ...",0,0,0,0,0,0,16,67,,
'74153200,"Screws, bolts, nuts and similar articles, threaded, of copper (other than screw hooks, ring- ...",0,0,0,0,0,0,0,0,,
'74152100,"Washers, ""incl. spring washers and spring lock washers"", of copper",26,4,3,6,4,3,3,1,1,
'74160000,"Copper springs (excl. clock and watch springs, spring washers and other lock washers) (excl. ...",0,0,0,0,0,0,0,0,,
'74170000,"Cooking or heating apparatus of a kind used for domestic purposes, non-electric, and parts ...",0,0,0,0,0,0,0,0,,
'74181100,"Pot scourers and scouring or polishing pads, gloves and the like, of copper (excl. sanitary ...",1,1,0,0,0,0,0,0,,
'74181900,"Table, kitchen or other household articles, parts thereof, of copper (excluding pot scourers ...",3,1,0,0,0,0,0,0,,
'75011000,Nickel mattes,0,0,0,0,29,0,0,5,,
'75012000,Nickel oxide sinters and other intermediate products of nickel metallurgy (excluding nickel ...,0,0,0,0,0,0,0,0,,
'75021000,"Nickel, not alloyed, unwrought",0,1,0,0,0,0,0,0,,
'75022000,Unwrought nickel alloys,3,3,2,3,2,0,0,0,,
'75030000,"Waste and scrap, of nickel (excluding ingots or other similar unwrought shapes, of remelted ...",0,0,0,0,0,0,0,0,,
'75051100,"Bars, rods, profiles and wire, of non-alloy nickel, n.e.s. (excluding electrically insulated ...",0,0,0,0,0,0,0,0,,
